"symbol","logFC","P.Value","chr","description"
"Gpr135",0.0935380608537879,0.227,"12","G protein-coupled receptor 135"
"Foxo4",0.0935372431159971,0.4544,"X","forkhead box O4"
"Dnajc12",0.0934851957246687,0.2968,"10","DnaJ heat shock protein family (Hsp40) member C12"
"Lipt2",0.0934651029654385,0.4362,"7","lipoyl(octanoyl) transferase 2 (putative)"
"Cers5",-0.0933737639902832,0.1754,"15","ceramide synthase 5"
"Nbl1",0.0933623564462529,0.3976,"4","NBL1, DAN family BMP antagonist"
"Cdk16",0.0933030870118952,0.2086,"X","cyclin-dependent kinase 16"
"Igf2bp3",0.0932991344765448,0.522,"6","insulin-like growth factor 2 mRNA binding protein 3"
"Neurod2",0.0932892935280289,0.3082,"11","neurogenic differentiation 2"
"Pllp",-0.0932493511377084,0.5704,"8","plasma membrane proteolipid"
"Aldh18a1",-0.0932383159790415,0.06,"19","aldehyde dehydrogenase 18 family, member A1"
"Ankrd35",0.0932180423016056,0.317,"3","ankyrin repeat domain 35"
"Hcn2",0.0931942633841674,0.4498,"10","hyperpolarization-activated, cyclic nucleotide-gated K+ 2"
"Afap1l2",0.0931566420596903,0.417,"19","actin filament associated protein 1-like 2"
"Serpinf1",-0.0931506472494097,0.4066,"11","serine (or cysteine) peptidase inhibitor, clade F, member 1"
"Pgap2",-0.0931459238214343,0.234,"7","post-GPI attachment to proteins 2"
"Apmap",0.0931418455886845,0.1384,"2","adipocyte plasma membrane associated protein"
"Gtf2a2",0.0931303131158847,0.2636,"9","general transcription factor II A, 2"
"Lta4h",-0.093112854774553,0.008,"10","leukotriene A4 hydrolase"
"Rem2",0.0931062215934295,0.2882,"14","rad and gem related GTP binding protein 2"
"Dpcd",0.0931011152424324,0.4376,"19","deleted in primary ciliary dyskinesia"
"Cfap54",-0.0930988723290371,0.6366,"10","cilia and flagella associated protein 54"
"Ccdc12",0.0930815817114654,0.564,"9","coiled-coil domain containing 12"
"Fam204a",-0.0930806513550859,0.1622,"19","family with sequence similarity 204, member A"
"Shld2",0.0930706067141784,0.5298,"14","shieldin complex subunit 2"
"Serping1",-0.093059289620129,0.5248,"2","serine (or cysteine) peptidase inhibitor, clade G, member 1"
"Pigh",-0.0930292966750148,0.3878,"12","phosphatidylinositol glycan anchor biosynthesis, class H"
"Nudt11",0.0930034543670208,0.0748,"X","nudix (nucleoside diphosphate linked moiety X)-type motif 11"
"Rnf19a",0.0929562711463312,0.1588,"15","ring finger protein 19A"
"Slc13a5",0.0928667705066371,0.3348,"11","solute carrier family 13 (sodium-dependent citrate transporter), member 5"
"Cd3eap",0.0928384497044901,0.4034,"7","CD3E antigen, epsilon polypeptide associated protein"
"Kcng2",0.0928358128803328,0.406,"18","potassium voltage-gated channel, subfamily G, member 2"
"Carns1",0.0928356731915927,0.4994,"19","carnosine synthase 1"
"Akap7",0.0928306007209807,0.0508,"10","A kinase (PRKA) anchor protein 7"
"Gid4",0.0928080656783861,0.2256,"11","GID complex subunit 4, VID24 homolog"
"Tyk2",0.0927765168656487,0.4674,"9","tyrosine kinase 2"
"Hr",0.0927144670926223,0.3224,"14","lysine demethylase and nuclear receptor corepressor"
"Fam53a",0.0926851540746165,0.2638,"5","family with sequence similarity 53, member A"
"Cdk4",0.0926621956330571,0.2106,"10","cyclin-dependent kinase 4"
"Gcat",0.0926502610722739,0.4648,"15","glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)"
"Gcat",0.0926502610722739,0.4648,"15","glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)"
"Ccdc82",-0.092603579067402,0.207,"9","coiled-coil domain containing 82"
"Osbpl6",-0.0925783570439904,0.5244,"2","oxysterol binding protein-like 6"
"Rgs20",-0.0925772702383991,0.3998,"1","regulator of G-protein signaling 20"
"Pop7",0.092500646186608,0.4166,"5","processing of precursor 7, ribonuclease P family, (S. cerevisiae)"
"Gm20754",0.0924991009437537,0.4754,"3","predicted gene, 20754"
"Ssh1",0.0924162254210037,0.121,"5","slingshot protein phosphatase 1"
"Fam199x",-0.0924139533142876,0.3966,"X","family with sequence similarity 199, X-linked"
"Mthfd1l",-0.0923930381548459,0.2712,"10","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like"
"Ccdc124",0.0923697709514935,0.5732,"8","coiled-coil domain containing 124"
"Dact2",0.092322691296765,0.2852,"17","dishevelled-binding antagonist of beta-catenin 2"
"Arhgef28",0.0923009800862635,0.125,"13","Rho guanine nucleotide exchange factor (GEF) 28"
"Car15",0.0922501970702063,0.48,"16","carbonic anhydrase 15"
"Cox7a2",0.0922339409385513,0.44,"9","cytochrome c oxidase subunit 7A2"
"Ttc9b",0.0921974381551021,0.6072,"7","tetratricopeptide repeat domain 9B"
"A830082N09Rik",0.0921843884638296,0.094,"10","RIKEN cDNA A830082N09 gene"
"Rpap2",0.0921615473346695,0.0678,"5","RNA polymerase II associated protein 2"
"Susd5",-0.0920919048665381,0.6644,"9","sushi domain containing 5"
"Thoc2",-0.0920802818551092,0.5064,"X","THO complex 2"
"Epb41l1",0.0920773966745987,0.147,"2","erythrocyte membrane protein band 4.1 like 1"
"Npr3",-0.0920456739296296,0.4492,"15","natriuretic peptide receptor 3"
"Tom1l1",-0.0920428515332468,0.1176,"11","target of myb1-like 1 (chicken)"
"Dhdh",0.092004264699205,0.0862,"7","dihydrodiol dehydrogenase (dimeric)"
"Zfp386",0.0919670062770619,0.264,"12","zinc finger protein 386 (Kruppel-like)"
"Adipor2",0.0919310364737473,0.3482,"6","adiponectin receptor 2"
"Rps14",0.0919122992771229,0.6474,"18","ribosomal protein S14"
"Zfp790",-0.0919115892804134,0.3094,"7","zinc finger protein 790"
"Herpud1",-0.0918991047290234,0.3484,"8","homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1"
"Thoc7",0.0918775537467216,0.1654,"14","THO complex 7"
"Znhit2",0.0918722952385869,0.5678,"19","zinc finger, HIT domain containing 2"
"Tbx6",0.0918574801634877,0.687,"7","T-box 6"
"Lman2l",0.0918388880595993,0.0208,"1","lectin, mannose-binding 2-like"
"Ier2",-0.0917851412201327,0.5246,"8","immediate early response 2"
"2310011J03Rik",0.091693148572487,0.5322,"10","RIKEN cDNA 2310011J03 gene"
"App",-0.0916449618288144,0.327,"16","amyloid beta (A4) precursor protein"
"Syt3",0.0916409810940761,0.523,"7","synaptotagmin III"
"Vstm5",-0.0916180270807549,0.2954,"9","V-set and transmembrane domain containing 5"
"Ly6e",0.091592084411122,0.3916,"15","lymphocyte antigen 6 complex, locus E"
"Ppan",0.0915607242454559,0.321,"9","peter pan homolog"
"Gabra1",-0.0915259128945589,0.5354,"11","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1"
"Chchd2",0.0915244581970889,0.3686,"5","coiled-coil-helix-coiled-coil-helix domain containing 2"
"Tnip2",0.0915203015365247,0.4146,"5","TNFAIP3 interacting protein 2"
"Kbtbd8",0.0915067473514939,0.4238,"6","kelch repeat and BTB (POZ) domain containing 8"
"Pdpn",-0.091500915031788,0.3696,"4","podoplanin"
"Tafa5",0.0914448225601658,0.2472,"15","TAFA chemokine like family member 5"
"Taf1c",0.0914326269636119,0.3988,"8","TATA-box binding protein associated factor, RNA polymerase I, C"
"Crispld1",-0.091420562900673,0.5658,"1","cysteine-rich secretory protein LCCL domain containing 1"
"Carmil2",0.0914178616983667,0.5402,"8","capping protein regulator and myosin 1 linker 2"
"Dcxr",0.0913454669431397,0.5284,"11","dicarbonyl L-xylulose reductase"
"Grip1",-0.0912447494391575,0.4424,"10","glutamate receptor interacting protein 1"
"Mrpl14",0.0912395886223605,0.4876,"17","mitochondrial ribosomal protein L14"
"Garem2",0.0912214346184026,0.2764,"5","GRB2 associated regulator of MAPK1 subtype 2"
"Clmp",0.0912016635900263,0.1626,"9","CXADR-like membrane protein"
"Bcs1l",0.0911693249820198,0.1328,"1","BCS1-like (yeast)"
"Ccdc177",0.0911311865403786,0.3198,"12","coiled-coil domain containing 177"
"Mxd4",0.0911068027354185,0.1956,"5","Max dimerization protein 4"
"Arhgdig",0.0910805190620438,0.5908,"17","Rho GDP dissociation inhibitor (GDI) gamma"
"Gmip",-0.0909522667322959,0.5184,"8","Gem-interacting protein"
"Slc7a1",-0.09095130253354,0.3454,"5","solute carrier family 7 (cationic amino acid transporter, y+ system), member 1"
"Ubb",0.0909276113538358,0.2884,"11","ubiquitin B"
"Nap1l3",-0.0909274147640113,0.6496,"X","nucleosome assembly protein 1-like 3"
"Snapc5",0.090914210472568,0.4606,"9","small nuclear RNA activating complex, polypeptide 5"
"Ppp1r16a",0.0909089795666995,0.431,"15","protein phosphatase 1, regulatory subunit 16A"
"Fmn1",-0.0908975225810402,0.4812,"2","formin 1"
"E2f5",-0.0908802749036739,0.2258,"3","E2F transcription factor 5"
"Htr1a",-0.0908749243839644,0.4636,"13","5-hydroxytryptamine (serotonin) receptor 1A"
"Eri2",0.0908691267742769,0.4058,"7","exoribonuclease 2"
"Lrrc56",0.0908525077766722,0.3946,"7","leucine rich repeat containing 56"
"Ndufc2",0.0908320558375442,0.2516,"7","NADH:ubiquinone oxidoreductase subunit C2"
"Cybc1",0.090764866523303,0.2032,"11","cytochrome b 245 chaperone 1"
"Nt5dc2",0.0907632853335718,0.4452,"14","5'-nucleotidase domain containing 2"
"3110082I17Rik",0.0907499128944482,0.2484,"5","RIKEN cDNA 3110082I17 gene"
"Lamtor2",0.0907478019023777,0.3536,"3","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
"Loxl3",-0.0907440771533365,0.3242,"6","lysyl oxidase-like 3"
"Glis2",0.0907360134681565,0.2334,"16","GLIS family zinc finger 2"
"Dmd",-0.0907216964066029,0.5072,"X","dystrophin, muscular dystrophy"
"Tpgs2",0.0907086355194737,0.1392,"18","tubulin polyglutamylase complex subunit 2"
"Zfp64",0.0906899107728014,0.2744,"2","zinc finger protein 64"
"Zfp219",0.0906827170305853,0.3608,"14","zinc finger protein 219"
"Ppp1r3c",0.0906764524435024,0.4058,"19","protein phosphatase 1, regulatory subunit 3C"
"Rft1",-0.0906098978696455,0.11,"14","RFT1 homolog"
"Gpr161",-0.0906077667263592,0.5634,"1","G protein-coupled receptor 161"
"Msto1",0.090585012144468,0.2332,"3","misato 1, mitochondrial distribution and morphology regulator"
"Sox1ot",-0.0905837633324911,0.1454,"8","Sox1 overlapping transcript"
"Rhno1",0.0904565474271322,0.2012,"6","RAD9-HUS1-RAD1 interacting nuclear orphan 1"
"Rps6kb2",0.0904545376937165,0.5848,"19","ribosomal protein S6 kinase, polypeptide 2"
"Lmnb2",0.0904239474747648,0.1418,"10","lamin B2"
"Sdr39u1",0.0903628478325396,0.1782,"14","short chain dehydrogenase/reductase family 39U, member 1"
"Prrg1",-0.0903606216797921,0.5384,"X","proline rich Gla (G-carboxyglutamic acid) 1"
"Dbndd1",0.090352219825022,0.2512,"8","dysbindin (dystrobrevin binding protein 1) domain containing 1"
"Ppp1r14c",0.0903408673680905,0.1118,"10","protein phosphatase 1, regulatory inhibitor subunit 14C"
"Hagh",0.0902523382951799,0.1806,"17","hydroxyacyl glutathione hydrolase"
"Adap1",0.0902253562867479,0.229,"5","ArfGAP with dual PH domains 1"
"Magohb",0.0901915729888443,0.3696,"6","mago homolog B, exon junction complex core component"
"Catip",-0.0901561110984088,0.7088,"1","ciliogenesis associated TTC17 interacting protein"
"9830166K06Rik",0.0901560658095932,0.494,"19","RIKEN cDNA 9830166K06 gene"
"Kcnip2",0.0901465850696734,0.1966,"19","Kv channel-interacting protein 2"
"Ankrd13b",0.0901401150940853,0.3114,"11","ankyrin repeat domain 13b"
"Serpini1",-0.0901116691318355,0.5776,"3","serine (or cysteine) peptidase inhibitor, clade I, member 1"
"Brk1",0.0901095816513342,0.4852,"6","BRICK1, SCAR/WAVE actin-nucleating complex subunit"
"Rplp0",0.0900848290613112,0.5468,"5","ribosomal protein, large, P0"
"Rsbn1",-0.0900731476975341,0.6966,"3","rosbin, round spermatid basic protein 1"
"Mgst1",-0.0900591382307243,0.5428,"6","microsomal glutathione S-transferase 1"
"Pxmp4",-0.0899980761230275,0.177,"2","peroxisomal membrane protein 4"
"Rpl35a",0.0899938195781163,0.5836,"16","ribosomal protein L35A"
"Gfm2",0.0899725486391825,0.276,"13","G elongation factor, mitochondrial 2"
"Cecr2",0.0899572546348568,0.4902,"6","CECR2, histone acetyl-lysine reader"
"Pigu",0.0899050429120276,0.1852,"2","phosphatidylinositol glycan anchor biosynthesis, class U"
"Rpl24",0.0898698676087175,0.5986,"16","ribosomal protein L24"
"Rpl15",0.089835011342851,0.2976,"14","ribosomal protein L15"
"Ccdc50",0.0897987152907014,0.2836,"16","coiled-coil domain containing 50"
"Sema5b",0.0897971480666371,0.4458,"16","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B"
"Rbm3",-0.0897917915786239,0.1798,"X","RNA binding motif (RNP1, RRM) protein 3"
"Rbm3",-0.0897917915786239,0.1798,"X","RNA binding motif (RNP1, RRM) protein 3"
"Borcs6",0.0897853842331928,0.346,"11","BLOC-1 related complex subunit 6"
"Fam13a",-0.0896684955483202,0.2104,"6","family with sequence similarity 13, member A"
"Csnk1g2",0.0896591107076379,0.4742,"10","casein kinase 1, gamma 2"
"Etv5",-0.0896339195451459,0.295,"16","ets variant 5"
"Fgf9",0.0896012412651865,0.2148,"14","fibroblast growth factor 9"
"Zcwpw1",0.0895800099613444,0.5096,"5","zinc finger, CW type with PWWP domain 1"
"Fam163a",-0.0895637218352965,0.2974,"1","family with sequence similarity 163, member A"
"Trappc8",-0.0895573091468309,0.5104,"18","trafficking protein particle complex 8"
"Wipf3",0.0895102561891328,0.1716,"6","WAS/WASL interacting protein family, member 3"
"Bag1",0.0895004409465017,0.5248,"4","BCL2-associated athanogene 1"
"Dtx3l",-0.0894773093054702,0.4244,"16","deltex 3-like, E3 ubiquitin ligase"
"Tprn",0.0894690913519991,0.5494,"2","taperin"
"Pcdhb10",-0.0894595987441515,0.6338,"18","protocadherin beta 10"
"Ccnt2",-0.0894584607176716,0.6278,"1","cyclin T2"
"2310057M21Rik",-0.0893359479478715,0.4078,"7","RIKEN cDNA 2310057M21 gene"
"Lias",0.0893187259244295,0.0698,"5","lipoic acid synthetase"
"A830036E02Rik",-0.0893182487508235,0.6578,"11","RIKEN cDNA A830036E02 gene"
"Gramd1a",0.0893007202523535,0.3136,"7","GRAM domain containing 1A"
"Slc1a4",-0.089288902322517,0.116,"11","solute carrier family 1 (glutamate/neutral amino acid transporter), member 4"
"Tmem151a",0.0892704214700117,0.3974,"19","transmembrane protein 151A"
"Abtb2",-0.0892213741365935,0.3932,"2","ankyrin repeat and BTB (POZ) domain containing 2"
"Kxd1",0.0891938206226834,0.2872,"8","KxDL motif containing 1"
"Rtl4",0.0891808114643282,0.4126,"X","retrotransposon Gag like 4"
"Sorcs1",-0.0891541475982538,0.3982,"19","sortilin-related VPS10 domain containing receptor 1"
"Gm9776",-0.0891186818908167,0.4016,"13","predicted gene 9776"
"Akap13",-0.0891054788073644,0.6288,"7","A kinase (PRKA) anchor protein 13"
"Cox6b2",-0.0890841220720002,0.7384,"7","cytochrome c oxidase subunit 6B2"
"Flt3",-0.0890211110986177,0.4906,"5","FMS-like tyrosine kinase 3"
"Nfatc3",0.088976783765697,0.2902,"8","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3"
"Sf3b5",0.0889648973923878,0.5562,"10","splicing factor 3b, subunit 5"
"L1cam",-0.0889314363590064,0.2082,"X","L1 cell adhesion molecule"
"Myl6",0.0888902225477155,0.4082,"10","myosin, light polypeptide 6, alkali, smooth muscle and non-muscle"
"Grk4",0.0888716477541533,0.5206,"5","G protein-coupled receptor kinase 4"
"Dcaf13",0.0888598503998841,0.1526,"15","DDB1 and CUL4 associated factor 13"
"Ccl27a",0.0888547804671695,0.323,"4","chemokine (C-C motif) ligand 27A"
"Ccl27a",0.0888547804671695,0.323,"4","chemokine (C-C motif) ligand 27A"
"Ccl27a",0.0888547804671695,0.323,"4","chemokine (C-C motif) ligand 27A"
"Spats2l",-0.0888496222557613,0.199,"1","spermatogenesis associated, serine-rich 2-like"
"Hspa5",-0.0886524234397168,0.505,"2","heat shock protein 5"
"Tceal9",-0.0886400419643527,0.355,"X","transcription elongation factor A like 9"
"Tjp2",-0.0885969837031517,0.3106,"19","tight junction protein 2"
"Coro1a",0.0884774508275692,0.406,"7","coronin, actin binding protein 1A"
"Gm15612",0.088465630921359,0.624,"6","predicted gene 15612"
"Ank1",-0.088421961007942,0.4182,"8","ankyrin 1, erythroid"
"Lpcat3",0.0884169702510738,0.0562,"6","lysophosphatidylcholine acyltransferase 3"
"Cd151",-0.0883657310262702,0.377,"7","CD151 antigen"
"Lrfn3",0.0883463804919202,0.1342,"7","leucine rich repeat and fibronectin type III domain containing 3"
"Tm9sf1",0.0883393549018168,0.0874,"14","transmembrane 9 superfamily member 1"
"Lipo3",-0.0882754248922857,0.3832,"19","lipase, member O3"
"Tdrd7",-0.0882321012069616,0.1194,"4","tudor domain containing 7"
"Mad2l2",0.0881996566936953,0.2672,"4","MAD2 mitotic arrest deficient-like 2"
"Pdap1",0.0881858523820664,0.2764,"5","PDGFA associated protein 1"
"Mpc2",0.0881687500788955,0.343,"1","mitochondrial pyruvate carrier 2"
"Lnx1",0.0881682902577925,0.1544,"5","ligand of numb-protein X 1"
"Bag3",-0.0881175374303891,0.3424,"7","BCL2-associated athanogene 3"
"Tenm1",-0.0880971153854375,0.8272,"X","teneurin transmembrane protein 1"
"Myo6",-0.0880874213941878,0.2436,"9","myosin VI"
"Dlx1as",0.0880423340318814,0.2136,"2","distal-less homeobox 1, antisense"
"Bbx",-0.088036925774297,0.504,"16","bobby sox HMG box containing"
"Pusl1",0.0880045638076772,0.2836,"4","pseudouridylate synthase-like 1"
"Neurl1b",0.0880031561431016,0.3168,"17","neuralized E3 ubiquitin protein ligase 1B"
"Naa38",0.0879360891733256,0.55,"11","N(alpha)-acetyltransferase 38, NatC auxiliary subunit"
"Ppfia3",0.0878803660075764,0.342,"7","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3"
"Rpp25l",0.0878796971484563,0.546,"4","ribonuclease P/MRP 25 subunit-like"
"Psmd6",0.0878594109759758,0.0484,"14","proteasome (prosome, macropain) 26S subunit, non-ATPase, 6"
"Nemp2",0.0878132411833596,0.4926,"1","nuclear envelope integral membrane protein 2"
"Jrk",0.0877933874674022,0.4442,"15","jerky"
"Nme3",0.087745792450737,0.466,"17","NME/NM23 nucleoside diphosphate kinase 3"
"Pycr2",0.0877398986505433,0.3082,"1","pyrroline-5-carboxylate reductase family, member 2"
"Col11a1",0.0876509292636563,0.7138,"3","collagen, type XI, alpha 1"
"P2ry13",-0.0876508675661378,0.8232,"3","purinergic receptor P2Y, G-protein coupled 13"
"Ndufc1",0.0876096126540187,0.6064,"3","NADH:ubiquinone oxidoreductase subunit C1"
"Fem1c",-0.0874750114305916,0.6584,"18","fem 1 homolog c"
"Man2a1",-0.0874720195199656,0.5212,"17","mannosidase 2, alpha 1"
"Zfp637",0.0874481624540682,0.411,"6","zinc finger protein 637"
"Rbx1",0.0873653613606935,0.3212,"15","ring-box 1"
"Uxt",-0.0873230722186273,0.546,"X","ubiquitously expressed prefoldin like chaperone"
"Polr2h",0.0872806748786115,0.4314,"16","polymerase (RNA) II (DNA directed) polypeptide H"
"Slc46a3",-0.0872346692016963,0.238,"5","solute carrier family 46, member 3"
"Ptcd2",0.0872342951759828,0.1786,"13","pentatricopeptide repeat domain 2"
"Gcdh",0.0872300108987156,0.143,"8","glutaryl-Coenzyme A dehydrogenase"
"Mpst",0.0872283332620079,0.4858,"15","mercaptopyruvate sulfurtransferase"
"Cd274",-0.0872094638710113,0.4998,"19","CD274 antigen"
"Mob1b",-0.0872009773628339,0.6834,"5","MOB kinase activator 1B"
"Gpnmb",-0.0871895109009433,0.4986,"6","glycoprotein (transmembrane) nmb"
"Necab2",0.0871869041583375,0.4942,"8","N-terminal EF-hand calcium binding protein 2"
"Alox8",0.0871155678694189,0.4606,"11","arachidonate 8-lipoxygenase"
"Shroom3",-0.0871070721372533,0.568,"5","shroom family member 3"
"Timp2",-0.0870494409791114,0.229,"11","tissue inhibitor of metalloproteinase 2"
"Pald1",0.087036496936443,0.4034,"10","phosphatase domain containing, paladin 1"
"Bex4",0.0870316837300864,0.3728,"X","brain expressed X-linked 4"
