"symbol","logFC","P.Value","chr","description"
"6820431F20Rik",0.331934273744155,0.0716,"8","cadherin 11 pseudogene"
"Col6a2",-0.33167666157616,0.1604,"10","collagen, type VI, alpha 2"
"Alg10b",-0.331162639473572,0.3804,"15","asparagine-linked glycosylation 10B (alpha-1,2-glucosyltransferase)"
"Kcne1l",0.330517603704865,0.2224,"X","potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene"
"Maf",-0.329305907457838,0.0256,"8","avian musculoaponeurotic fibrosarcoma oncogene homolog"
"Itga9",-0.329268783030295,0.18,"9","integrin alpha 9"
"Sod3",-0.32901251041469,0.2512,"5","superoxide dismutase 3, extracellular"
"Pkib",0.328915344492473,0.064,"10","protein kinase inhibitor beta, cAMP dependent, testis specific"
"Dab2",-0.328859160612005,0.4276,"15","disabled 2, mitogen-responsive phosphoprotein"
"Moxd1",-0.327895111511774,0.0352,"10","monooxygenase, DBH-like 1"
"Rai14",-0.327681113396854,0.1628,"15","retinoic acid induced 14"
"Gpx8",-0.326998572262967,0.424,"13","glutathione peroxidase 8 (putative)"
"Htra4",0.326961364712123,0.1532,"8","HtrA serine peptidase 4"
"Rasip1",-0.326384363960495,0,"7","Ras interacting protein 1"
"Dancr",0.326040357950077,0.2292,"5","differentiation antagonizing non-protein coding RNA"
"Tnfrsf25",0.325400434812063,0.4704,"4","tumor necrosis factor receptor superfamily, member 25"
"Mmp23",0.324765439977436,0.4408,"4","matrix metallopeptidase 23"
"Fli1",-0.324434645954783,0.3564,"9","Friend leukemia integration 1"
"Doc2g",0.324410784985172,0.2956,"19","double C2, gamma"
"A230077H06Rik",0.324374644695335,0.3864,"7","RIKEN cDNA A230077H06 gene"
"Htr2a",-0.324356385643436,0.4372,"14","5-hydroxytryptamine (serotonin) receptor 2A"
"H2-K1",-0.324074189000213,0.1608,"17","histocompatibility 2, K1, K region"
"Ddr2",-0.323578710064919,0.0412,"1","discoidin domain receptor family, member 2"
"Slc25a30",-0.323270709490854,0.1936,"14","solute carrier family 25, member 30"
"Myo19",0.322969446924513,0.42,"11","myosin XIX"
"Ttc16",0.322841758106715,0.3484,"2","tetratricopeptide repeat domain 16"
"Rps19-ps3",0.320786461659824,0.4084,"4","ribosomal protein S19, pseudogene 3"
"Thbd",-0.320712137107556,0.0292,"2","thrombomodulin"
"Rbpms",-0.320410193743774,0.0536,"8","RNA binding protein gene with multiple splicing"
"Bex4",0.31967200888038,0.0108,"X","brain expressed X-linked 4"
"Gata2",-0.319375218333081,0.1344,"6","GATA binding protein 2"
"Samd5",-0.319288286213413,0.22,"10","sterile alpha motif domain containing 5"
"Sp100",-0.318739219046784,0.1824,"1","nuclear antigen Sp100"
"E130102H24Rik",0.317852642326847,0.3812,"4","RIKEN cDNA E130102H24 gene"
"Ubxn10",-0.317694392628538,0.2844,"4","UBX domain protein 10"
"Dhrs11",0.31721654944042,0.2532,"11","dehydrogenase/reductase (SDR family) member 11"
"Hinfp",0.316783528307278,0.3628,"9","histone H4 transcription factor"
"Wfdc1",-0.316635629620473,0.0964,"8","WAP four-disulfide core domain 1"
"Cenpp",0.316301569919523,0.0836,"13","centromere protein P"
"Mycn",0.316161569831714,0.0344,"12","v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived"
"Cfap54",-0.316068342286451,0.3636,"10","cilia and flagella associated protein 54"
"Tmem200c",-0.314627496373861,0.078,"17","transmembrane protein 200C"
"Ccdc40",-0.314389045168066,0.14,"11","coiled-coil domain containing 40"
"Parm1",-0.313983074526826,0.3672,"5","prostate androgen-regulated mucin-like protein 1"
"Pcdhgc5",-0.313600320496293,0.18,"18","protocadherin gamma subfamily C, 5"
"Csf1r",-0.312244262875986,0.2952,"18","colony stimulating factor 1 receptor"
"Igflr1",0.311932526325156,0.422,"7","IGF-like family receptor 1"
"Zcchc10",0.311809125786953,0.0596,"11","zinc finger, CCHC domain containing 10"
"Itgb2",-0.311278046690727,0.3856,"10","integrin beta 2"
"9330151L19Rik",0.311247778941595,0.1124,"12","RIKEN cDNA 9330151L19 gene"
"Ppl",0.311083665587079,0.2644,"16","periplakin"
"C1qc",-0.311047273775904,0.2468,"4","complement component 1, q subcomponent, C chain"
"Adssl1",-0.310661601052458,0.2636,"12","adenylosuccinate synthetase like 1"
"Srgn",-0.310355481097473,0.392,"10","serglycin"
"Pola1",-0.310148400143372,0.2672,"X","polymerase (DNA directed), alpha 1"
"Foxj1",-0.309963241340195,0.3404,"11","forkhead box J1"
"Spag5",0.309947500430094,0.3008,"11","sperm associated antigen 5"
"Mmp15",-0.309804438905997,0.0344,"8","matrix metallopeptidase 15"
"Ercc8",0.3095738478972,0.0212,"13","excision repaiross-complementing rodent repair deficiency, complementation group 8"
"Ssc5d",0.309433983454263,0.5396,"7","scavenger receptor cysteine rich family, 5 domains"
"Dapp1",0.308583542139167,0.0764,"3","dual adaptor for phosphotyrosine and 3-phosphoinositides 1"
"Abraxas1",0.308411929284811,0.3232,"5","BRCA1 A complex subunit"
"Fitm2",-0.307646689765293,0.0904,"2","fat storage-inducing transmembrane protein 2"
"Lima1",-0.307395496477453,0.104,"15","LIM domain and actin binding 1"
"Prss53",0.30737896331719,0.4612,"7","protease, serine 53"
"Psmg4",0.306817445703262,0.1268,"13","proteasome (prosome, macropain) assembly chaperone 4"
"Pdzd7",0.306771106500382,0.1008,"19","PDZ domain containing 7"
"Mkx",0.306434781239075,0.0876,"18","mohawk homeobox"
"1810014B01Rik",0.306371675926139,0.1284,"10","RIKEN cDNA 1810014B01 gene"
"Ctsc",-0.306369870053587,0.202,"7","cathepsin C"
"Slc40a1",-0.306359813160847,0.1232,"1","solute carrier family 40 (iron-regulated transporter), member 1"
"Pcdhga4",-0.306304751398436,0.3176,"18","protocadherin gamma subfamily A, 4"
"Grem2",-0.305440009242518,0.1652,"1","gremlin 2, DAN family BMP antagonist"
"Lin9",0.305347275318253,0.0056,"1","lin-9 DREAM MuvB core complex component"
"Cmc1",0.305111273265377,0.1232,"9","COX assembly mitochondrial protein 1"
"Gm20751",0.305070195299136,0.5036,"13","predicted gene, 20751"
"Cfp",0.304870151947971,0.4516,"X","complement factor properdin"
"Cmtr2",0.304428538186583,0.0244,"8","cap methyltransferase 2"
"Gpx3",-0.304292046507216,0.4776,"11","glutathione peroxidase 3"
"Cstb",0.304156637178747,0.0164,"10","cystatin B"
"2700097O09Rik",0.302910204145914,0.23,"12","RIKEN cDNA 2700097O09 gene"
"Pop1",0.302864323008499,0.1244,"15","processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)"
"Abcb1a",-0.301170099410429,0.1332,"5","ATP-binding cassette, sub-family B (MDR/TAP), member 1A"
"Abi3",-0.301096855832273,0.044,"11","ABI family member 3"
"Vsir",-0.300044213144457,0.3028,"10","V-set immunoregulatory receptor"
"Pcdhb2",-0.299999339594231,0.374,"18","protocadherin beta 2"
"Gm11266",0.299725240129706,0.2156,"4","predicted gene 11266"
"St6galnac2",-0.299446465506377,0.51,"11","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
"Usp27x",0.29915280854942,0.0196,"X","ubiquitin specific peptidase 27, X chromosome"
"Col6a1",0.298353463569911,0.4152,"10","collagen, type VI, alpha 1"
"Shld1",0.298304629016336,0.112,"2","shieldin complex subunit 1"
"Lrrc3",-0.297162666505002,0.3396,"10","leucine rich repeat containing 3"
"Mir124a-1hg",0.297135169826648,0.4176,"14","Mir124-1 host gene (non-protein coding)"
"Poll",0.296573859423584,0.0056,"19","polymerase (DNA directed), lambda"
"Sntb2",-0.29655387838798,0.4424,"8","syntrophin, basic 2"
"Apold1",-0.296186971765662,0.3868,"6","apolipoprotein L domain containing 1"
"Slc52a2",0.296182852734568,0.1408,"15","solute carrier protein 52, member 2"
"Galm",-0.296084948056253,0.4068,"17","galactose mutarotase"
"Mfsd10",0.295967928301803,0.2436,"5","major facilitator superfamily domain containing 10"
"Cntnap2",-0.29583022586133,0.256,"6","contactin associated protein-like 2"
"Exosc8",0.294927741694305,0.0796,"3","exosome component 8"
"Ltv1",0.294886233813266,0.016,"10","LTV1 ribosome biogenesis factor"
"Chrna7",-0.294142509274907,0.3468,"7","cholinergic receptor, nicotinic, alpha polypeptide 7"
"Myadml2",0.293129243903576,0.2968,"11","myeloid-associated differentiation marker-like 2"
"Hfe",-0.293124918568086,0.4376,"13","homeostatic iron regulator"
"Galk1",-0.292322961485266,0.1396,"11","galactokinase 1"
"Dimt1",0.292235866018142,0.232,"13","DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)"
"Fras1",-0.291709591411643,0.426,"5","Fraser extracellular matrix complex subunit 1"
"Anapc10",0.291418532194199,0.0256,"8","anaphase promoting complex subunit 10"
"Nemp2",0.29137874623962,0.2068,"1","nuclear envelope integral membrane protein 2"
"Fxyd1",-0.291029759400217,0.3784,"7","FXYD domain-containing ion transport regulator 1"
"Hrh2",-0.29065025770284,0.1988,"13","histamine receptor H2"
"Hhip",-0.29038243384031,0.2548,"8","Hedgehog-interacting protein"
"Fam229b",0.290251326862256,0.0588,"10","family with sequence similarity 229, member B"
"Gstk1",0.289440754060759,0.2524,"6","glutathione S-transferase kappa 1"
"Shroom3",-0.289284296685358,0.2748,"5","shroom family member 3"
"Umps",0.288110628936564,0.0576,"16","uridine monophosphate synthetase"
"Bbof1",0.28742395935667,0.3156,"12","basal body orientation factor 1"
"Nipal4",-0.287227702741212,0.2008,"11","NIPA-like domain containing 4"
"Rorc",0.287202087104171,0.2648,"3","RAR-related orphan receptor gamma"
"Serpinh1",-0.286990086934451,0.3276,"7","serine (or cysteine) peptidase inhibitor, clade H, member 1"
"Cavin1",-0.286964383355751,0.2264,"11","caveolae associated 1"
"Dnali1",-0.285656456182437,0.5832,"4","dynein, axonemal, light intermediate polypeptide 1"
"Gm14169",0.285338404309319,0.3076,"2","predicted gene 14169"
"Mafb",-0.285324248312259,0.088,"2","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)"
"Rbms3",-0.285300494201607,0.0692,"9","RNA binding motif, single stranded interacting protein"
"Ttc21a",0.285274391942502,0.4884,"9","tetratricopeptide repeat domain 21A"
"Agmo",0.285080445350173,0.1256,"12","alkylglycerol monooxygenase"
"Dtwd1",0.28458217658421,0.0472,"2","DTW domain containing 1"
"Zfp354a",0.283638251806973,0.1484,"11","zinc finger protein 354A"
"Fyb2",-0.282985092782837,0.3428,"4","FYN binding protein 2"
"Fam184b",0.28287228748528,0.142,"5","family with sequence similarity 184, member B"
"Mtmr9",-0.282841210223002,0.2076,"14","myotubularin related protein 9"
"Slc2a4rg-ps",0.282806638686091,0.4796,"2","Slc2a4 regulator, pseudogene"
"Spef2",-0.282766219080791,0.3692,"15","sperm flagellar 2"
"Slit3",-0.282759764456834,0.27,"11","slit guidance ligand 3"
"Mylk3",0.282666984395309,0.3512,"8","myosin light chain kinase 3"
"Gpr83",-0.282372997860634,0.1064,"9","G protein-coupled receptor 83"
"Rpain",0.282371997160674,0.02,"11","RPA interacting protein"
"Ctsh",-0.282049734386318,0.1756,"9","cathepsin H"
"Nhlh1",0.281854230068516,0.338,"1","nescient helix loop helix 1"
"Pdzrn4",0.281435929133544,0.2312,"15","PDZ domain containing RING finger 4"
"Dus1l",0.28086926479314,0.0188,"11","dihydrouridine synthase 1-like (S. cerevisiae)"
"Rps6kb2",0.280770526598211,0.3712,"19","ribosomal protein S6 kinase, polypeptide 2"
"Cab39l",-0.280200101326949,0.2608,"14","calcium binding protein 39-like"
"Lgals1",-0.279391409634434,0.284,"15","lectin, galactose binding, soluble 1"
"Ncam2",-0.279320608005682,0.452,"16","neural cell adhesion molecule 2"
"Eps8l2",-0.279132599539337,0.55,"7","EPS8-like 2"
"Myl9",-0.279080792077356,0.266,"2","myosin, light polypeptide 9, regulatory"
"Serpinb9",-0.278568957836248,0.2968,"13","serine (or cysteine) peptidase inhibitor, clade B, member 9"
"Rpl35",0.278568899684375,0.0664,"2","ribosomal protein L35"
"Zmym1",0.27847907821434,0.3832,"4","zinc finger, MYM domain containing 1"
"Ly6c1",-0.278251511040541,0.0828,"15","lymphocyte antigen 6 complex, locus C1"
"Bbs10",0.278248295008715,0.1036,"10","Bardet-Biedl syndrome 10 (human)"
"Tnr",-0.278213021630038,0.446,"1","tenascin R"
"Nedd9",-0.278042555056872,0.1164,"13","neural precursor cell expressed, developmentally down-regulated gene 9"
"Tagln",-0.277838047121262,0.2788,"9","transgelin"
"Plekhn1",0.277265776593777,0.3512,"4","pleckstrin homology domain containing, family N member 1"
"Spice1",0.277135302697247,0.1496,"16","spindle and centriole associated protein 1"
"Sox5",-0.276494091572254,0.0256,"6","SRY (sex determining region Y)-box 5"
"Hsf4",0.276358608421971,0.1104,"8","heat shock transcription factor 4"
"Pcdhb10",0.27624558771581,0.2148,"18","protocadherin beta 10"
"Gan",-0.276068640007266,0.426,"8","giant axonal neuropathy"
"Calhm5",-0.276032539920512,0.2088,"10","calcium homeostasis modulator family member 5"
"1700086O06Rik",0.276014100852343,0.168,"18","RIKEN cDNA 1700086O06 gene"
"Gm7072",0.275988979463186,0.0632,"17","predicted gene 7072"
"Gm16973",0.275947148137103,0.3616,"14","predicted gene, 16973"
"Wsb1",0.275801892176794,0.3348,"11","WD repeat and SOCS box-containing 1"
"Lime1",0.275455059021665,0.3388,"2","Lck interacting transmembrane adaptor 1"
"Snrnp27",0.275051231709827,0.0164,"6","small nuclear ribonucleoprotein 27 (U4/U6.U5)"
"Ccdc163",0.27476105171858,0.306,"4","coiled-coil domain containing 163"
"Pdlim1",-0.27446952373165,0.424,"19","PDZ and LIM domain 1 (elfin)"
"Siglech",-0.273288969895031,0.326,"7","sialic acid binding Ig-like lectin H"
"Ifit3",-0.273234864591368,0.3724,"19","interferon-induced protein with tetratricopeptide repeats 3"
"Rnf113a2",0.27313836772236,0.0908,"12","ring finger protein 113A2"
"Itpkb",-0.272641258945226,0.0832,"1","inositol 1,4,5-trisphosphate 3-kinase B"
"Tmco6",0.272542370556486,0.0912,"18","transmembrane and coiled-coil domains 6"
"Atp10a",-0.272491606356637,0.1284,"7","ATPase, class V, type 10A"
"Ankrd37",0.271941854125107,0.3252,"8","ankyrin repeat domain 37"
"Zfp647",0.271874471338402,0.228,"15","zinc finger protein 647"
"Pdzrn3",-0.271787171332623,0.1352,"6","PDZ domain containing RING finger 3"
"Npm3",0.271764450541661,0.0668,"19","nucleoplasmin 3"
"Cdh18",-0.271551098698705,0.298,"15","cadherin 18"
"Sirt4",0.271208909863849,0.392,"5","sirtuin 4"
"Klhl28",-0.271137168471757,0.3736,"12","kelch-like 28"
"Tti2",0.270935257338689,0.0068,"8","TELO2 interacting protein 2"
"Nfkbie",-0.270912610333967,0.4288,"17","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon"
"Rars2",0.270900670946447,0.0452,"4","arginyl-tRNA synthetase 2, mitochondrial"
"F420014N23Rik",0.270847060318025,0.5756,"10","RIKEN cDNA F420014N23 gene"
"Tgfbr3l",0.27066685148498,0.4812,"8","transforming growth factor, beta receptor III-like"
"Rhobtb1",-0.270380759877355,0.0844,"10","Rho-related BTB domain containing 1"
"Utrn",-0.27031504568567,0.1416,"10","utrophin"
"Wnt4",-0.270249632714252,0.08,"4","wingless-type MMTV integration site family, member 4"
"Mitd1",0.270052825063124,0.0504,"1","MIT, microtubule interacting and transport, domain containing 1"
"Ago2",-0.269837528448671,0.324,"15","argonaute RISC catalytic subunit 2"
"Apbb1ip",0.269720024590775,0.4252,"2","amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein"
"Esyt1",-0.26933792329618,0.244,"10","extended synaptotagmin-like protein 1"
"Arid5b",-0.269096036669772,0.4216,"10","AT rich interactive domain 5B (MRF1-like)"
"Prss23",-0.268982625113503,0.1892,"7","protease, serine 23"
"Ccdc166",-0.268656387494925,0.1448,"15","coiled-coil domain containing 166"
"Rsph1",-0.268543604209795,0.4376,"17","radial spoke head 1 homolog (Chlamydomonas)"
"Poglut2",0.268456144161495,0.1632,"1","protein O-glucosyltransferase 2"
"Stra6",-0.268397870017353,0.1892,"9","stimulated by retinoic acid gene 6"
"Ctss",-0.268238393068071,0.426,"3","cathepsin S"
"Plod2",0.267788990125685,0.1528,"9","procollagen lysine, 2-oxoglutarate 5-dioxygenase 2"
"Ccdc84",0.267563353683987,0.3044,"9","coiled-coil domain containing 84"
"Acvrl1",-0.267508144669567,0.0172,"15","activin A receptor, type II-like 1"
"Fra10ac1",0.267471522526837,0.0068,"19","FRA10AC1 homolog (human)"
"Zbtb49",0.26743606248187,0.262,"5","zinc finger and BTB domain containing 49"
"Tbca",0.267422291384691,0.0176,"13","tubulin cofactor A"
"Pcdhga9",-0.267244319305935,0.3552,"18","protocadherin gamma subfamily A, 9"
"1500015A07Rik",0.267134013331133,0.2752,"18","RIKEN cDNA 1500015A07 gene"
"Sdsl",0.266672953603837,0.3072,"5","serine dehydratase-like"
"Smpd4",0.266403534111418,0.3924,"16","sphingomyelin phosphodiesterase 4"
"Ndst4",-0.266330567297714,0.3716,"3","N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4"
"Yars2",0.265939605020034,0.1428,"16","tyrosyl-tRNA synthetase 2 (mitochondrial)"
"Cdkn1a",-0.265871986419847,0.4592,"17","cyclin-dependent kinase inhibitor 1A (P21)"
"Npy5r",0.265866946663223,0.0432,"8","neuropeptide Y receptor Y5"
"Slc16a10",0.265523622723935,0.1292,"10","solute carrier family 16 (monocarboxylic acid transporters), member 10"
"Tmem132d",-0.265462851033186,0.3312,"5","transmembrane protein 132D"
"Ifit3b",-0.265331188449033,0.3084,"19","interferon-induced protein with tetratricopeptide repeats 3B"
"Fmo5",0.264957054460495,0.0264,"3","flavin containing monooxygenase 5"
"Colgalt2",0.264630345812043,0.1684,"1","collagen beta(1-O)galactosyltransferase 2"
"Dok3",0.264605342087433,0.4888,"13","docking protein 3"
"Snapc5",0.264012109091333,0.0716,"9","small nuclear RNA activating complex, polypeptide 5"
"Nedd1",-0.263453329519543,0.2988,"10","neural precursor cell expressed, developmentally down-regulated gene 1"
"Tefm",0.263450397527415,0.168,"11","transcription elongation factor, mitochondrial"
"Klf7",-0.263392401299431,0.4028,"1","Kruppel-like factor 7 (ubiquitous)"
"Col9a2",-0.263280817317866,0.3452,"4","collagen, type IX, alpha 2"
"Abhd18",0.263129853143841,0.5236,"3","abhydrolase domain containing 18"
"Psrc1",0.263048146613897,0.0612,"3","proline/serine-rich coiled-coil 1"
"Fggy",0.263012197775683,0.1396,"4","FGGY carbohydrate kinase domain containing"
"Rdm1",0.262970218565114,0.1472,"11","RAD52 motif 1"
"Rpa3",0.26292650773999,0.0132,"6","replication protein A3"
"Kif3b",-0.262776084603809,0.2948,"2","kinesin family member 3B"
"Zfp959",0.262434714202356,0.0572,"17","zinc finger protein 959"
"Arhgef15",-0.262283613111105,0.0936,"11","Rho guanine nucleotide exchange factor (GEF) 15"
"Fam98c",0.262147854152574,0.0952,"7","family with sequence similarity 98, member C"
"Mir568",0.262108367736648,0.4344,"16","microRNA 568"
"Polr3gl",0.262065875199088,0.1276,"3","polymerase (RNA) III (DNA directed) polypeptide G like"
"Sfi1",0.262017366017703,0.4844,"11","Sfi1 homolog, spindle assembly associated (yeast)"
"Taf1d",0.261933042281922,0.1772,"9","TATA-box binding protein associated factor, RNA polymerase I, D"
"Timp3",-0.260701217906801,0.0188,"10","tissue inhibitor of metalloproteinase 3"
"Donson",0.260559364756473,0.3044,"16","downstream neighbor of SON"
"Laptm5",-0.260482358622481,0.3564,"4","lysosomal-associated protein transmembrane 5"
"Gabra2",0.260372903313633,0.1168,"5","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2"
"Ttll6",-0.260093498651035,0.5896,"11","tubulin tyrosine ligase-like family, member 6"
"Ccdc24",-0.259305315927579,0.6164,"4","coiled-coil domain containing 24"
"Sgcd",-0.25904180991973,0.3584,"11","sarcoglycan, delta (dystrophin-associated glycoprotein)"
"Pnisr",0.258913443854919,0.51,"4","PNN interacting serine/arginine-rich"
"Scgn",-0.25868712057068,0.452,"13","secretagogin, EF-hand calcium binding protein"
"Zfp593",0.258343887474751,0.2852,"4","zinc finger protein 593"
"Usp9x",-0.258123831646087,0.4404,"X","ubiquitin specific peptidase 9, X chromosome"
