"symbol","logFC","P.Value","chr","description"
"Stard13",0.0699618353759579,0.5284,"5","StAR-related lipid transfer (START) domain containing 13"
"Gpr37",-0.0699473325376312,0.6412,"6","G protein-coupled receptor 37"
"Stmn3",-0.0699375098284065,0.6604,"2","stathmin-like 3"
"Vezt",-0.0699319792576736,0.57,"10","vezatin, adherens junctions transmembrane protein"
"Rps27l",-0.0699147121039885,0.7116,"9","ribosomal protein S27-like"
"Plaat1",-0.0699138075263255,0.3672,"16","phospholipase A and acyltransferase 1"
"Slc6a15",0.0698905824599976,0.644,"10","solute carrier family 6 (neurotransmitter transporter), member 15"
"Arid4b",0.0698870102515396,0.5884,"13","AT rich interactive domain 4B (RBP1-like)"
"Nup54",-0.069881623321832,0.2992,"5","nucleoporin 54"
"Kcnab2",-0.0698358358219497,0.6548,"4","potassium voltage-gated channel, shaker-related subfamily, beta member 2"
"Csdc2",0.0698321945109344,0.6556,"15","cold shock domain containing C2, RNA binding"
"Usp27x",0.0697696779544765,0.6208,"X","ubiquitin specific peptidase 27, X chromosome"
"1500015A07Rik",-0.0697677708511248,0.5808,"18","RIKEN cDNA 1500015A07 gene"
"Hmgxb4",0.0697350860095782,0.4576,"8","HMG box domain containing 4"
"Crebrf",0.0697238637374848,0.4652,"17","CREB3 regulatory factor"
"Arnt",-0.0697182905658966,0.7976,"3","aryl hydrocarbon receptor nuclear translocator"
"Frmd5",0.0697139922261956,0.442,"2","FERM domain containing 5"
"Tmem25",-0.0696882763812594,0.6156,"9","transmembrane protein 25"
"Ttc3",0.0696692212041103,0.4736,"16","tetratricopeptide repeat domain 3"
"Smurf1",0.0696523400017526,0.5788,"5","SMAD specific E3 ubiquitin protein ligase 1"
"Tcp11l2",0.0696364018384408,0.5136,"10","t-complex 11 (mouse) like 2"
"Vps16",-0.0696174479617655,0.4268,"2","VSP16 CORVET/HOPS core subunit"
"Gnpda2",0.0695407878904657,0.5048,"5","glucosamine-6-phosphate deaminase 2"
"Dnmbp",0.0695386053791873,0.5664,"19","dynamin binding protein"
"Zbtb24",0.0695350243726907,0.5176,"10","zinc finger and BTB domain containing 24"
"Nipsnap2",-0.0695329270009335,0.4248,"5","nipsnap homolog 2"
"Cry2",-0.0695320281942049,0.45,"2","cryptochrome 2 (photolyase-like)"
"Aco1",0.0695225194815778,0.2824,"4","aconitase 1"
"Hadhb",0.0694993214418691,0.6852,"5","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta"
"Acin1",-0.0694828834709265,0.6176,"14","apoptotic chromatin condensation inducer 1"
"Neu1",-0.0694703396519394,0.4944,"17","neuraminidase 1"
"Vipr1",-0.0694433059379431,0.6856,"9","vasoactive intestinal peptide receptor 1"
"Papss1",0.0694263345880648,0.5116,"3","3'-phosphoadenosine 5'-phosphosulfate synthase 1"
"8030462N17Rik",0.0694100901119015,0.5748,"18","RIKEN cDNA 8030462N17 gene"
"Ephb4",0.0693720250017469,0.7344,"5","Eph receptor B4"
"Kif1a",0.0693598628559364,0.546,"1","kinesin family member 1A"
"Cdc42",-0.0693551659252343,0.5332,"4","cell division cycle 42"
"Hsf1",-0.069346043642657,0.5464,"15","heat shock factor 1"
"Ccdc92b",-0.0693298138960046,0.3324,"11","coiled-coil domain containing 92B"
"Zfp358",-0.0693037188502004,0.7084,"8","zinc finger protein 358"
"Ccz1",-0.069279499373347,0.3864,"5","CCZ1 vacuolar protein trafficking and biogenesis associated"
"Fam172a",0.0692532742439287,0.5432,"13","family with sequence similarity 172, member A"
"Rbsn",0.0692348766259947,0.7444,"6","rabenosyn, RAB effector"
"Urb2",0.0692232678601714,0.4232,"8","URB2 ribosome biogenesis 2 homolog (S. cerevisiae)"
"Pdxk",0.0692169040840893,0.5456,"10","pyridoxal (pyridoxine, vitamin B6) kinase"
"Slc27a1",-0.0692149571590033,0.6108,"8","solute carrier family 27 (fatty acid transporter), member 1"
"Stx12",0.0691944588468285,0.444,"4","syntaxin 12"
"Rcn1",-0.0691806059311286,0.5576,"2","reticulocalbin 1"
"Rps6",-0.0691804565956549,0.7416,"4","ribosomal protein S6"
"Mrpl41",-0.0691803314684218,0.6872,"2","mitochondrial ribosomal protein L41"
"Aig1",-0.0691776279240663,0.5156,"10","androgen-induced 1"
"Ppid",0.0691647540712763,0.2572,"3","peptidylprolyl isomerase D (cyclophilin D)"
"Rars2",-0.0691525813391292,0.6236,"4","arginyl-tRNA synthetase 2, mitochondrial"
"Epb41l2",0.0691449982389321,0.3704,"10","erythrocyte membrane protein band 4.1 like 2"
"Ik",0.0691002157464622,0.312,"18","IK cytokine"
"Ddx52",0.0690885999587127,0.5108,"11","DExD box helicase 52"
"Mmaa",-0.0690638514745556,0.7664,"8","methylmalonic aciduria (cobalamin deficiency) type A"
"Taf4",0.0690208890923367,0.5096,"2","TATA-box binding protein associated factor 4"
"Fbxl4",0.068991559322177,0.5024,"4","F-box and leucine-rich repeat protein 4"
"Bod1",-0.0689859685355732,0.548,"11","biorientation of chromosomes in cell division 1"
"Cplx2",0.0689840490647562,0.6704,"13","complexin 2"
"Sstr3",0.0689821913976028,0.5084,"15","somatostatin receptor 3"
"Taf11",-0.0689610162382364,0.5748,"17","TATA-box binding protein associated factor 11"
"Uimc1",0.0689540735179337,0.7032,"13","ubiquitin interaction motif containing 1"
"Dmwd",-0.0689447096086777,0.5964,"7","dystrophia myotonica-containing WD repeat motif"
"Pitpna",0.0689419875274151,0.042,"11","phosphatidylinositol transfer protein, alpha"
"C130026L21Rik",0.0689093570527739,0.7016,"5","RIKEN cDNA C130026L21 gene"
"Mbip",0.0688946539884268,0.7052,"12","MAP3K12 binding inhibitory protein 1"
"Cbfa2t3",-0.0688301425379718,0.752,"8","CBFA2/RUNX1 translocation partner 3"
"Kif20a",-0.0688163814920819,0.6268,"18","kinesin family member 20A"
"Gemin2",-0.0688163454389374,0.702,"12","gem nuclear organelle associated protein 2"
"Bicral",0.0688057379270424,0.7596,"17","BRD4 interacting chromatin remodeling complex associated protein like"
"Extl2",0.0687260322822434,0.2948,"3","exostosin-like glycosyltransferase 2"
"Psmc3",-0.0686755469390317,0.6552,"2","proteasome (prosome, macropain) 26S subunit, ATPase 3"
"Epha10",0.0686727005587962,0.7736,"4","Eph receptor A10"
"Dzip1",-0.0686594476773381,0.6952,"14","DAZ interacting protein 1"
"Dchs1",0.0686464888243874,0.6252,"7","dachsous cadherin related 1"
"Sipa1l2",0.0686450138437653,0.5688,"8","signal-induced proliferation-associated 1 like 2"
"Telo2",-0.0686323989253603,0.6644,"17","telomere maintenance 2"
"Bet1",0.0686251154889987,0.5544,"6","Bet1 golgi vesicular membrane trafficking protein"
"Plbd2",-0.0686225083828287,0.604,"5","phospholipase B domain containing 2"
"Slc66a2",0.068612706976789,0.6188,"18","solute carrier family 66 member 2"
"Rab23",0.0686103296664484,0.1996,"1","RAB23, member RAS oncogene family"
"Spata2l",0.0685715262619757,0.648,"8","spermatogenesis associated 2-like"
"Pald1",0.0685712960455724,0.8152,"10","phosphatase domain containing, paladin 1"
"Apod",-0.0685687644186324,0.8284,"16","apolipoprotein D"
"Zfp212",0.0685078107282786,0.448,"6","Zinc finger protein 212"
"Clcn7",-0.0684058831672312,0.3584,"17","chloride channel, voltage-sensitive 7"
"Jrk",0.0683838356780084,0.7236,"15","jerky"
"Pxn",-0.0683670880591043,0.712,"5","paxillin"
"Mprip",0.0683583988931975,0.5072,"11","myosin phosphatase Rho interacting protein"
"Rtn4rl1",-0.0683421139909575,0.2492,"11","reticulon 4 receptor-like 1"
"Gps1",-0.0683358787615376,0.3544,"11","G protein pathway suppressor 1"
"Wee1",0.0683117756763254,0.7152,"7","WEE 1 homolog 1 (S. pombe)"
"Lsr",0.0683103477354439,0.8204,"7","lipolysis stimulated lipoprotein receptor"
"Otud3",-0.0682912574280277,0.7192,"4","OTU domain containing 3"
"Tmem198b",-0.0682267414399105,0.754,"10","transmembrane protein 198b"
"Fcho2",0.0682248463950561,0.7212,"13","FCH domain only 2"
"Kctd21",0.0682081319219918,0.582,"7","potassium channel tetramerisation domain containing 21"
"Pla2g15",-0.0681944253692182,0.498,"8","phospholipase A2, group XV"
"Herc4",0.0681636891320485,0.56,"10","hect domain and RLD 4"
"Cep104",0.0681318765603107,0.64,"4","centrosomal protein 104"
"Slc30a4",0.0681235165645333,0.6316,"2","solute carrier family 30 (zinc transporter), member 4"
"Mtrf1l",-0.0680807139093043,0.666,"10","mitochondrial translational release factor 1-like"
"Plagl2",0.068072222699691,0.5028,"2","pleiomorphic adenoma gene-like 2"
"Ahnak",-0.0680721941367324,0.8872,"19","AHNAK nucleoprotein (desmoyokin)"
"Zfp1",-0.0680475477568336,0.5452,"8","zinc finger protein 1"
"Zbtb5",-0.0680031586355163,0.2676,"4","zinc finger and BTB domain containing 5"
"Morc2a",0.0680023809238195,0.6044,"11","microrchidia 2A"
"Sv2c",0.0679868607746563,0.9496,"13","synaptic vesicle glycoprotein 2c"
"D2hgdh",0.0679300566929673,0.3772,"1","D-2-hydroxyglutarate dehydrogenase"
"Tcof1",-0.0679266716394729,0.5816,"18","treacle ribosome biogenesis factor 1"
"Fhdc1",0.0679141919149659,0.7476,"3","FH2 domain containing 1"
"Synrg",0.0678945559121935,0.346,"11","synergin, gamma"
"Trim41",-0.0678927261607241,0.3676,"11","tripartite motif-containing 41"
"Rnasek",-0.0678920091476156,0.7704,"11","ribonuclease, RNase K"
"Tril",-0.0678841093370615,0.6276,"6","TLR4 interactor with leucine-rich repeats"
"Jun",0.0678637242009374,0.732,"4","jun proto-oncogene"
"Lrfn5",0.0678602979063285,0.4664,"12","leucine rich repeat and fibronectin type III domain containing 5"
"1700007F19Rik",0.0678584366472839,0.8528,"3","RIKEN cDNA 1700007F19 gene"
"Ints2",0.0678488253565108,0.8404,"11","integrator complex subunit 2"
"Trpt1",-0.067847786600002,0.6944,"19","tRNA phosphotransferase 1"
"Abcb1a",-0.0678404844273084,0.8104,"5","ATP-binding cassette, sub-family B (MDR/TAP), member 1A"
"Nptx1",0.0678378441183884,0.6096,"11","neuronal pentraxin 1"
"Zmiz1",0.067823446002107,0.6772,"14","zinc finger, MIZ-type containing 1"
"Cd276",-0.0677939350352239,0.7184,"9","CD276 antigen"
"Nfkbid",-0.0677667048435215,0.8388,"7","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta"
"Mettl16",-0.0677591878909691,0.3228,"11","methyltransferase like 16"
"Tpgs2",0.0677403080302446,0.6032,"18","tubulin polyglutamylase complex subunit 2"
"Tmem38a",-0.0677355570567109,0.4012,"8","transmembrane protein 38A"
"Bace1",0.0676918128343766,0.35,"9","beta-site APP cleaving enzyme 1"
"Lgals3bp",-0.0676672024653113,0.7892,"11","lectin, galactoside-binding, soluble, 3 binding protein"
"Faim",-0.0676573392475879,0.6896,"9","Fas apoptotic inhibitory molecule"
"Pex14",-0.0676488302836873,0.6344,"4","peroxisomal biogenesis factor 14"
"Ubn2",0.0675873642450089,0.8216,"6","ubinuclein 2"
"Cd200",0.0675625151645249,0.4572,"16","CD200 molecule"
"Arhgef7",0.0675598849727308,0.4312,"8","Rho guanine nucleotide exchange factor (GEF7)"
"Ddx49",-0.0675550972020562,0.4388,"8","DEAD box helicase 49"
"Luc7l",0.0675413059381915,0.5496,"17","Luc7-like"
"Slc25a14",-0.0675156794028942,0.532,"X","solute carrier family 25 (mitochondrial carrier, brain), member 14"
"Slc18b1",0.0674667037057199,0.2308,"10","solute carrier family 18, subfamily B, member 1"
"Rgs14",0.0674633270268963,0.6076,"13","regulator of G-protein signaling 14"
"Acat2",-0.067449888915994,0.5968,"17","acetyl-Coenzyme A acetyltransferase 2"
"Adat1",-0.0674360730450227,0.5096,"8","adenosine deaminase, tRNA-specific 1"
"Smarcd2",-0.0674185350309386,0.6536,"11","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"
"Purg",-0.0674147749942842,0.8396,"8","purine-rich element binding protein G"
"Sirpa",-0.067401782629684,0.3904,"2","signal-regulatory protein alpha"
"Ktn1",0.0673832764213316,0.6284,"14","kinectin 1"
"Palm",-0.0673305227636369,0.798,"10","paralemmin"
"Med8",-0.0673244948912313,0.4236,"4","mediator complex subunit 8"
"Kctd14",-0.0672566855958148,0.876,"7","potassium channel tetramerisation domain containing 14"
"Qpct",-0.0672482192579951,0.8164,"17","glutaminyl-peptide cyclotransferase (glutaminyl cyclase)"
"Pcyox1l",-0.0672409861541796,0.77,"18","prenylcysteine oxidase 1 like"
"2810032G03Rik",-0.0672332041750732,0.6552,"12","RIKEN cDNA 2810032G03 gene"
"Ftsj1",-0.0672195051390476,0.5816,"X","FtsJ RNA methyltransferase homolog 1 (E. coli)"
"Gpd2",0.0672065103025048,0.3396,"2","glycerol phosphate dehydrogenase 2, mitochondrial"
"Wdr47",0.0671564800902598,0.4256,"3","WD repeat domain 47"
"Ears2",-0.0671556339342341,0.5944,"7","glutamyl-tRNA synthetase 2, mitochondrial"
"Schip1",-0.0671477853109486,0.6724,"3","schwannomin interacting protein 1"
"Cd2ap",0.0671105627979562,0.7492,"17","CD2-associated protein"
"Rnf167",-0.0670988661706104,0.632,"11","ring finger protein 167"
"Rab24",0.0670965574088571,0.446,"13","RAB24, member RAS oncogene family"
"Glyr1",0.0670557575362736,0.1856,"16","glyoxylate reductase 1 homolog (Arabidopsis)"
"Dact2",0.0670547979031912,0.5964,"17","dishevelled-binding antagonist of beta-catenin 2"
"Swi5",-0.067020529639807,0.6164,"2","SWI5 recombination repair homolog (yeast)"
"Selenon",-0.0670127743244713,0.4296,"4","selenoprotein N"
"Luc7l2",0.0669815797407454,0.656,"6","LUC7-like 2 (S. cerevisiae)"
"Med20",-0.0669735488354215,0.6396,"17","mediator complex subunit 20"
"Stx2",-0.0669564300312375,0.6852,"5","syntaxin 2"
"Preb",-0.0669514068411443,0.3388,"5","prolactin regulatory element binding"
"Atg4b",-0.066936589708301,0.0568,"1","autophagy related 4B, cysteine peptidase"
"Tmod1",-0.0669250347805397,0.5804,"4","tropomodulin 1"
"Cct6a",0.0669199406212373,0.3164,"5","chaperonin containing Tcp1, subunit 6a (zeta)"
"Fat4",0.0669113875126586,0.7348,"3","FAT atypical cadherin 4"
"Siah1a",0.0669042156542465,0.546,"8","siah E3 ubiquitin protein ligase 1A"
"Adam11",-0.066903205650374,0.5576,"11","a disintegrin and metallopeptidase domain 11"
"Ube2e3",-0.0668804009782402,0.6292,"2","ubiquitin-conjugating enzyme E2E 3"
"Aggf1",0.0668712236923605,0.3732,"13","angiogenic factor with G patch and FHA domains 1"
"Coq3",0.0668268127381531,0.7176,"4","coenzyme Q3 methyltransferase"
"Fam184b",-0.0668066188620022,0.7584,"5","family with sequence similarity 184, member B"
"Tpst2",-0.0667604949129874,0.5952,"5","protein-tyrosine sulfotransferase 2"
"Gtf3c4",0.0667009390660409,0.67,"2","general transcription factor IIIC, polypeptide 4"
"Prkar1a",0.0666898611890083,0.2988,"11","protein kinase, cAMP dependent regulatory, type I, alpha"
"Fbxo41",0.0666868171135686,0.3832,"6","F-box protein 41"
"Nt5m",-0.0666612373140794,0.6924,"11","5',3'-nucleotidase, mitochondrial"
"Ets2",0.0666451568647082,0.2276,"16","E26 avian leukemia oncogene 2, 3' domain"
"Ssr1",0.0666405830460448,0.3368,"13","signal sequence receptor, alpha"
"Elf2",0.0666385801220688,0.2252,"3","E74-like factor 2"
"Gdap2",0.0666091744596873,0.5476,"3","ganglioside-induced differentiation-associated-protein 2"
"Fbxl17",0.0666054736346373,0.4376,"17","F-box and leucine-rich repeat protein 17"
"Mafk",0.0665543614480342,0.6376,"5","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)"
"Clic5",-0.066550631292579,0.8844,"17","chloride intracellular channel 5"
"Pars2",-0.0665428431281954,0.6304,"4","prolyl-tRNA synthetase (mitochondrial)(putative)"
"Adap1",-0.0665260513609196,0.4048,"5","ArfGAP with dual PH domains 1"
"Ap4b1",0.0664952424384686,0.6288,"3","adaptor-related protein complex AP-4, beta 1"
"Man2a1",0.0664768757979988,0.7868,"17","mannosidase 2, alpha 1"
"Commd8",-0.0664142801763967,0.428,"5","COMM domain containing 8"
"Eif4a2",0.0664117328610807,0.4304,"16","eukaryotic translation initiation factor 4A2"
"Zfp970",-0.0664056379278186,0.71,"2","zinc finger protein 970"
"Txndc15",0.0664023385532877,0.6532,"13","thioredoxin domain containing 15"
"Atpsckmt",-0.066391862254465,0.5148,"15","ATP synthase C subunit lysine N-methyltransferase"
"Zfp326",0.0663762519461768,0.6436,"5","zinc finger protein 326"
"Uri1",0.0663388199327217,0.2452,"7","URI1, prefoldin-like chaperone"
"Tut1",-0.066281721461297,0.7316,"19","terminal uridylyl transferase 1, U6 snRNA-specific"
"Ehmt1",0.066280124249916,0.6508,"2","euchromatic histone methyltransferase 1"
"Hnrnpdl",0.0662764007599153,0.7496,"5","heterogeneous nuclear ribonucleoprotein D-like"
"Pomgnt2",0.0662741431823379,0.5876,"9","protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2"
"Zfp787",0.0662724841734703,0.628,"7","zinc finger protein 787"
"Ilvbl",-0.0662309856851055,0.4872,"10","ilvB (bacterial acetolactate synthase)-like"
"Sart1",-0.0662257320821871,0.4968,"19","squamous cell carcinoma antigen recognized by T cells 1"
"Lrrc3b",0.0662235491589653,0.8108,"14","leucine rich repeat containing 3B"
"Rnf34",0.0662100625900237,0.3348,"5","ring finger protein 34"
"Adrm1",-0.0661992968102423,0.7004,"2","adhesion regulating molecule 1 26S proteasome ubiquitin receptor"
"Nrip2",0.0661869442998713,0.6548,"6","nuclear receptor interacting protein 2"
"Sumo1",0.066183651984729,0.606,"1","small ubiquitin-like modifier 1"
"Gla",-0.066157356828584,0.5636,"X","galactosidase, alpha"
"Uap1",-0.0661506483359258,0.1656,"1","UDP-N-acetylglucosamine pyrophosphorylase 1"
"Gm42517",0.0661326123405273,0.446,"5","predicted gene 42517"
"Zfp68",0.0661254758531422,0.3524,"5","zinc finger protein 68"
"Zfp319",0.0661175770567706,0.5312,"8","zinc finger protein 319"
"Gba",0.0661154732307745,0.658,"3","glucosidase, beta, acid"
"Nacc2",-0.066114245799711,0.7772,"2","nucleus accumbens associated 2, BEN and BTB (POZ) domain containing"
"Ormdl1",0.0660978991920311,0.7412,"1","ORM1-like 1 (S. cerevisiae)"
"Fkbp15",0.0660861384614355,0.4936,"4","FK506 binding protein 15"
"Parp9",0.0660836316276054,0.6484,"16","poly (ADP-ribose) polymerase family, member 9"
"Pign",0.0660782197620171,0.6028,"1","phosphatidylinositol glycan anchor biosynthesis, class N"
"Atcay",0.0660192056286357,0.3996,"10","ataxia, cerebellar, Cayman type"
"Nfatc2ip",0.0660163543348942,0.5976,"7","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 interacting protein"
"Bscl2",-0.0660152668384004,0.5628,"19","Berardinelli-Seip congenital lipodystrophy 2 (seipin)"
"Zfp777",-0.0659715341223226,0.406,"6","zinc finger protein 777"
"Nup98",0.0659470577299706,0.4608,"7","nucleoporin 98"
"Pde6d",-0.0659403254013471,0.6868,"1","phosphodiesterase 6D, cGMP-specific, rod, delta"
"Chmp6",-0.0659348743336401,0.5356,"11","charged multivesicular body protein 6"
"Klhl4",-0.0659139256153862,0.744,"X","kelch-like 4"
"Cdk19",0.0658984592062239,0.33,"10","cyclin-dependent kinase 19"
"Mrpl57",-0.0658910018675769,0.678,"14","mitochondrial ribosomal protein L57"
"Hnrnpll",0.065885877749877,0.7092,"17","heterogeneous nuclear ribonucleoprotein L-like"
"9330133O14Rik",-0.065859840813606,0.6248,"8","RIKEN cDNA 9330133O14 gene"
"Sh3pxd2b",0.0658447819308217,0.672,"11","SH3 and PX domains 2B"
"Nbas",-0.0658360418907691,0.5348,"12","neuroblastoma amplified sequence"
"Mfsd1",0.0658353263350087,0.3828,"3","major facilitator superfamily domain containing 1"
"Bex4",0.0658311614345219,0.7812,"X","brain expressed X-linked 4"
"Gstm6",-0.0658229142133049,0.7568,"3","glutathione S-transferase, mu 6"
"Mark1",0.0658081079877935,0.4912,"1","MAP/microtubule affinity regulating kinase 1"
"Thy1",0.0658037558729045,0.51,"9","thymus cell antigen 1, theta"
"Stat2",-0.0658003162859826,0.6664,"10","signal transducer and activator of transcription 2"
"Doc2a",0.0657990637312977,0.7712,"7","double C2, alpha"
"Dcaf12",-0.0657564302925646,0.48,"4","DDB1 and CUL4 associated factor 12"
"Lrrc49",-0.065748417582741,0.5188,"9","leucine rich repeat containing 49"
"Degs1",0.0657242116604184,0.538,"1","delta(4)-desaturase, sphingolipid 1"
